u,v,key,osmid,oneway,lanes,ref,name,highway,maxspeed,width,length,from,to,access,bridge,geometry
71497940,71554560,0,9414232,0,1,,Phillips Court,residential,,6.1,105.596,71554560,71497940,,,"LINESTRING (-71.75251 42.281588, -71.752509 42.281547, -71.752508 42.281506, -71.752505 42.281465, -71.752498 42.281421, -71.752488 42.281377, -71.75248 42.281333, -71.752478 42.28129, -71.752478 42.281246, -71.752478 42.281202, -71.7524711 42.2806398)"
71498185,3572973108,0,9414408,0,2,,Spring Meadow Drive,residential,30 mph,12.2,52.38499999999999,3572973108,71498185,,,"LINESTRING (-71.7050861 42.3019362, -71.7050585 42.3019113, -71.7049913 42.301863, -71.704919 42.301823, -71.7048456 42.3017983, -71.7047903 42.3017881, -71.7047348 42.3017856, -71.7046737 42.3017898, -71.7045988 42.3018004, -71.7045244 42.3018191)"
71498319,71678452,0,9414776,1,,,,trunk_link,,,89.389,71498319,71678452,,,"LINESTRING (-71.714706 42.277521, -71.714539 42.277041, -71.714539 42.277029, -71.714539 42.277017, -71.71454 42.277004, -71.714547 42.276985, -71.714557 42.276966, -71.71457 42.276948, -71.714581 42.276934, -71.714593 42.276921, -71.714607 42.276908, -71.714621 42.276898, -71.714636 42.276889, -71.714651 42.27688, -71.714668 42.276872, -71.714685 42.276864, -71.714703 42.276857, -71.714733 42.276846, -71.714763 42.276835, -71.714793 42.276824)"
71498448,71665128,0,9414202,0,2,,Maple Circle,residential,,9.1,122.726,71665128,71498448,,,"LINESTRING (-71.720145 42.29006, -71.719329 42.290984)"
71498448,71650518,0,9415416,0,2,,Richard Avenue,residential,,15.2,60.609,71650518,71498448,,,"LINESTRING (-71.719906 42.291323, -71.719329 42.290984)"
71498456,71498456,0,9415414,0,1,,Nelson Point Road,residential,,15.2,255.18700000000004,71498456,71498456,,,"LINESTRING (-71.7351309 42.2516201, -71.7351312 42.2516059, -71.735192 42.251555, -71.735217 42.251514, -71.735232 42.251468, -71.735244 42.251423, -71.735249 42.251351, -71.735243 42.251278, -71.7352368 42.2511452, -71.735267 42.250992, -71.7355555 42.2509763, -71.736019 42.251195, -71.736156 42.251321, -71.735958 42.251506, -71.735499 42.251577, -71.7351309 42.2516201)"
71498658,71557673,0,9414449,0,1,,Jackson Street,residential,,9.1,87.282,71557673,71498658,,,"LINESTRING (-71.740683 42.268964, -71.739864 42.269, -71.739624 42.268991)"
71498756,71711519,0,9415331,0,2,,Gulf Street,residential,,9.1,299.09700000000004,71711519,71498756,,,"LINESTRING (-71.739395 42.314349, -71.738844 42.314402, -71.738534 42.314425, -71.738363 42.314423, -71.738135 42.314436, -71.737939 42.314466, -71.7377687 42.3144772, -71.737665 42.314484, -71.7375829 42.3144912, -71.737246 42.314521, -71.736957 42.314537, -71.736713 42.314551, -71.736557 42.314566, -71.736321 42.314593, -71.736158 42.31463, -71.736043 42.314665, -71.735818 42.314742)"
71498756,71710972,0,"[9415331, 9415940, 9415326]",0,2,,Gulf Street,residential,30 mph,9.1,751.2130000000001,71710972,71498756,,,"LINESTRING (-71.729105 42.310452, -71.729213 42.310544, -71.72983 42.311079, -71.7300715 42.3112852, -71.730276 42.311458, -71.73042 42.31158, -71.730464 42.311617, -71.730557 42.311695, -71.731026 42.312107, -71.731175 42.312237, -71.731464 42.31249, -71.731598 42.312616, -71.731646 42.3126562, -71.731967 42.312925, -71.731974 42.31293, -71.7321887 42.3131099, -71.73227 42.313178, -71.732713 42.3135623, -71.732773 42.3136053, -71.7327928 42.3136204, -71.7328309 42.3136443, -71.732991 42.313803, -71.733068 42.313859, -71.733074 42.313863, -71.733105 42.313881, -71.733185 42.313923, -71.7332911 42.3139794, -71.733394 42.314018, -71.733467 42.314047, -71.733631 42.3141, -71.733848 42.314156, -71.734002 42.31418, -71.734233 42.314194, -71.7344435 42.314211, -71.7345674 42.3142291, -71.734717 42.314251, -71.734854 42.314295, -71.735025 42.314358, -71.735257 42.314466, -71.735517 42.314574, -71.735648 42.31463, -71.735758 42.31469, -71.735818 42.314742)"
71498835,71717135,0,9416021,0,3,US 20,Hartford Turnpike,primary,50 mph,18.3,18.602,71717135,71498835,,,"LINESTRING (-71.708733 42.250891, -71.708937 42.250819)"
71498835,5821494748,0,"[9414274, 327686046]",0,"['3', '2']",US 20,Hartford Turnpike,primary,50 mph,18.3,205.45499999999998,5821494748,71498835,,,"LINESTRING (-71.711304 42.2502438, -71.710963 42.250303, -71.710692 42.2503555, -71.7104396 42.2504081, -71.7101778 42.2504651, -71.7099223 42.2505268, -71.7096636 42.250593, -71.7094235 42.2506638, -71.708937 42.250819)"
71498835,71686134,0,9416406,1,1,,,primary_link,,15.2,210.694,71498835,71686134,,,"LINESTRING (-71.708937 42.250819, -71.7091634 42.2508102, -71.7092819 42.2508078, -71.7093951 42.2508094, -71.7095204 42.2508239, -71.7096349 42.2508463, -71.7097548 42.2508846, -71.7098586 42.2509269, -71.7105134 42.251269, -71.710599 42.251306, -71.7106892 42.2513413, -71.7107848 42.2513661, -71.7108828 42.2513874, -71.710984 42.2514034, -71.7110851 42.2514125, -71.7111851 42.2514154, -71.7112805 42.2514114)"
71498842,71534789,0,9416108,0,2,,Shirley Road,residential,,9.1,69.273,71534789,71498842,,,"LINESTRING (-71.751155 42.297631, -71.75118 42.297375, -71.751222 42.29701)"
71499211,3479944861,0,9414708,0,,,,residential,,,144.776,3479944861,71499211,,,"LINESTRING (-71.7119924 42.2907669, -71.7122645 42.2907341, -71.7126427 42.2906944, -71.7130813 42.2906369, -71.713729 42.2905556)"
71499675,71666348,0,9414609,0,,,,residential,,,93.578,71666348,71499675,,,"LINESTRING (-71.682521 42.276768, -71.682443 42.276752, -71.682336 42.276709, -71.682267 42.276663, -71.682211 42.276603, -71.682044 42.276243, -71.681982 42.27608)"
71499675,71708643,0,9414609,0,,,,residential,,,89.208,71708643,71499675,,,"LINESTRING (-71.683042 42.275922, -71.682615 42.275956, -71.681982 42.27608)"
71499675,71605101,0,9414637,0,,,,residential,,,36.46300000000001,71605101,71499675,,,"LINESTRING (-71.682057 42.275771, -71.682054 42.275803, -71.682044 42.275834, -71.68203 42.275865, -71.682013 42.275895, -71.681993 42.27592, -71.681971 42.275945, -71.681956 42.275969, -71.681956 42.276005, -71.681968 42.276042, -71.681982 42.27608)"
71500521,71649318,0,9415098,1,1,,,motorway_link,,15.2,151.085,71649318,71500521,,,"LINESTRING (-71.751243 42.295569, -71.751298 42.295701, -71.751342 42.295818, -71.751364 42.295928, -71.75137 42.296012, -71.751368 42.296074, -71.751361 42.296166, -71.751353 42.296205, -71.751348 42.29623, -71.751323 42.296294, -71.75128 42.296363, -71.751226 42.296435, -71.751159 42.296499, -71.751058 42.296579, -71.751027 42.2966, -71.75089 42.296681, -71.750771 42.296745)"
71500521,1937532196,0,340747566,1,1,,,motorway_link,,15.2,99.31800000000001,1937532196,71500521,,,"LINESTRING (-71.7518298 42.2963202, -71.751639 42.296374, -71.751464 42.296448, -71.751157 42.296595, -71.750914 42.296691, -71.750883 42.296702, -71.750771 42.296745)"
71501076,5821599215,0,9416306,0,2,,Arrowwood Drive,residential,30 mph,15.2,109.1,5821599215,71501076,,,"LINESTRING (-71.7257964 42.2546883, -71.7257798 42.2546249, -71.7257519 42.2545628, -71.7257141 42.254505, -71.7256662 42.2544487, -71.7256109 42.2543952, -71.7255443 42.2543473, -71.7254628 42.2543049, -71.72537 42.254268, -71.725281 42.2542395, -71.7251957 42.2542192, -71.7248143 42.2541353)"
71501076,71718174,0,9416306,0,2,,Arrowwood Drive,residential,30 mph,15.2,93.348,71718174,71501076,,,"LINESTRING (-71.723776 42.2538246, -71.7238466 42.253875, -71.7239248 42.2539185, -71.7240113 42.2539523, -71.7241054 42.2539792, -71.7248143 42.2541353)"
71501076,5821599236,0,9416410,0,2,,Cottonwood Circle,residential,30 mph,12.2,98.78500000000001,5821599236,71501076,,,"LINESTRING (-71.7243369 42.2549299, -71.7243455 42.2548726, -71.7243562 42.2548297, -71.7243777 42.2547883, -71.7244121 42.2547501, -71.7245088 42.2546753, -71.7245712 42.2546244, -71.7246292 42.2545608, -71.7246657 42.2545067, -71.7246986 42.2544319, -71.7248143 42.2541353)"
71501449,71605085,0,9415151,0,2,,Brook Street,residential,,9.1,207.536,71605085,71501449,,,"LINESTRING (-71.679249 42.270358, -71.679161 42.270363, -71.679072 42.270368, -71.678983 42.270374, -71.678885 42.270381, -71.678786 42.270389, -71.678687 42.270397, -71.678578 42.270404, -71.67847 42.270412, -71.678361 42.270421, -71.678238 42.270432, -71.678116 42.270443, -71.677993 42.270455, -71.67784 42.270468, -71.677687 42.270481, -71.677534 42.270496, -71.677418 42.270509, -71.677303 42.270523, -71.677187 42.270536, -71.677069 42.270548, -71.6767466 42.2705867)"
71501449,71538332,0,9416458,0,2,,Waterville Lane,residential,30 mph,15.2,164.957,71538332,71501449,,,"LINESTRING (-71.6768092 42.272042, -71.6769364 42.2717438, -71.6769505 42.2716735, -71.6769569 42.2716025, -71.6769556 42.2715314, -71.6769465 42.2714606, -71.6767466 42.2705867)"
71501686,71560138,0,9414664,0,2,,Niblick Road,residential,30 mph,12.2,38.016,71560138,71501686,,,"LINESTRING (-71.689171 42.310701, -71.689023 42.310572, -71.6888961 42.310427)"
71501812,71645418,0,9415873,0,2,,Dalphen Road,residential,,15.2,135.146,71645418,71501812,,,"LINESTRING (-71.734724 42.2636729, -71.734715 42.263532, -71.734682 42.263272, -71.734665 42.263114, -71.734617 42.262614, -71.7345436 42.2624705)"
71501909,71518411,0,9414319,0,2,,Worthington Avenue,residential,,12.2,190.741,71518411,71501909,,,"LINESTRING (-71.742755 42.273502, -71.74276 42.273844, -71.742766 42.274014, -71.742777 42.274151, -71.742838 42.274726, -71.742858 42.274876, -71.742905 42.2751592, -71.742914 42.275212)"
71501909,71521625,0,661923688,1,2,MA 9,Boston Turnpike,trunk,45 mph,30.2,118.81,71501909,71521625,,,"LINESTRING (-71.742914 42.275212, -71.74277 42.27522, -71.742625 42.275229, -71.742481 42.275239, -71.742315 42.275251, -71.7422993 42.2752523, -71.742148 42.275265, -71.741982 42.275277, -71.741814 42.275288, -71.741645 42.275298, -71.741476 42.275309)"
71501909,1997986884,0,661923688,1,2,MA 9,Boston Turnpike,trunk,45 mph,30.2,135.246,1997986884,71501909,,,"LINESTRING (-71.7445489 42.2750861, -71.744486 42.27509, -71.7443583 42.2751001, -71.744157 42.275116, -71.7439711 42.2751322, -71.743812 42.275146, -71.7435689 42.275165, -71.743467 42.275173, -71.743283 42.275187, -71.743099 42.2752, -71.742914 42.275212)"
71502170,71686415,0,9415844,0,2,,Oak Street,tertiary,30 mph,13.7,142.23000000000002,71686415,71502170,,,"LINESTRING (-71.728275 42.284244, -71.728441 42.283725, -71.728644 42.283113, -71.72866 42.283057, -71.728677 42.283)"
71502170,71685576,0,"[9415844, 9415847]",0,2,,Oak Street,tertiary,30 mph,13.7,543.801,71685576,71502170,,,"LINESTRING (-71.730034 42.278258, -71.730034 42.278302, -71.730036 42.278346, -71.730042 42.278412, -71.730051 42.278478, -71.730059 42.278544, -71.730064 42.278599, -71.730069 42.278654, -71.730071 42.278708, -71.7300705 42.2787218, -71.730069 42.278765, -71.730065 42.278822, -71.730062 42.278879, -71.730061 42.278918, -71.730062 42.278958, -71.730062 42.278998, -71.730062 42.2790227, -71.730062 42.279046, -71.730063 42.279094, -71.7300627 42.2791099, -71.730062 42.279143, -71.730062 42.279193, -71.730061 42.279243, -71.7300596 42.2792666, -71.730058 42.279292, -71.730053 42.279331, -71.730048 42.279369, -71.730043 42.279408, -71.730039 42.279444, -71.730039 42.279446, -71.730035 42.279481, -71.730031 42.279517, -71.730026 42.279553, -71.7300229 42.2795751, -71.730021 42.279589, -71.730015 42.279625, -71.730007 42.279673, -71.729998 42.279721, -71.729986 42.279767, -71.729975 42.2798, -71.7299682 42.2798151, -71.729961 42.279831, -71.729948 42.279863, -71.729936 42.279896, -71.729923 42.27993, -71.7299189 42.2799414, -71.729911 42.279963, -71.729703 42.280436, -71.72926 42.281418, -71.7291687 42.2816365, -71.729054 42.281911, -71.729033 42.28196, -71.729013 42.282009, -71.728993 42.282058, -71.728973 42.282112, -71.728955 42.282167, -71.728936 42.282221, -71.728919 42.282273, -71.728902 42.282325, -71.728883 42.282377, -71.728878 42.282387, -71.728802 42.282605, -71.728728 42.282851, -71.72872 42.282877, -71.728712 42.282897, -71.728695 42.282945, -71.728677 42.283)"
71502170,71548730,0,"[9416578, 9415134]",0,1,,Gale Avenue,residential,,7.6,218.45199999999994,71548730,71502170,,,"LINESTRING (-71.730656 42.28417, -71.730577 42.284099, -71.730498 42.284029, -71.73042 42.283958, -71.730363 42.283905, -71.7303 42.283846, -71.730182 42.283734, -71.730103 42.283655, -71.7301 42.283651, -71.730068 42.283619, -71.729999 42.283542, -71.72993 42.283465, -71.729859 42.28339, -71.729818 42.283348, -71.729776 42.283306, -71.729729 42.283268, -71.729685 42.283241, -71.729638 42.283216, -71.729588 42.283193, -71.729475 42.283159, -71.729354 42.283137, -71.729232 42.283116, -71.729047 42.283078, -71.728862 42.283039, -71.728677 42.283)"
71502453,71699552,0,9415466,0,2,,Groveland Street,residential,,12.2,61.155,71699552,71502453,,,"LINESTRING (-71.74447 42.274498, -71.743876 42.27451, -71.743727 42.274513)"
71502521,71679799,0,9414419,0,2,,Colonial Drive,residential,,12.2,410.52700000000004,71679799,71502521,,,"LINESTRING (-71.711477 42.3261368, -71.7120223 42.3261101, -71.7121908 42.3260993, -71.7123557 42.3260834, -71.7125277 42.3260635, -71.7126926 42.3260384, -71.7133381 42.325917, -71.7139536 42.3257978, -71.71634 42.3253355)"
71502521,71681380,0,9414419,0,2,,Colonial Drive,residential,,12.2,269.575,71681380,71502521,,,"LINESTRING (-71.719512 42.324721, -71.7185577 42.3249059, -71.7182696 42.3249617, -71.7172359 42.3251619, -71.7168358 42.3252394, -71.71634 42.3253355)"
71502521,71699432,0,9415006,0,2,,Notch Brook Road,residential,,,161.612,71699432,71502521,,,"LINESTRING (-71.7166406 42.3240583, -71.7164465 42.3241566, -71.716386 42.3241905, -71.716329 42.324231, -71.716279 42.3242731, -71.7162316 42.3243192, -71.7161924 42.3243678, -71.7161651 42.3244215, -71.7161437 42.324476, -71.7161286 42.3245305, -71.7161228 42.3245842, -71.7161224 42.3246382, -71.7161266 42.3246923, -71.7161364 42.3247419, -71.7161508 42.3247915, -71.71634 42.3253355)"
71503891,71522914,0,9414159,0,2,,Kemble Drive,residential,30 mph,12.2,243.008,71522914,71503891,,,"LINESTRING (-71.7014445 42.3202175, -71.7014093 42.3202761, -71.7013847 42.3203352, -71.7013686 42.3204046, -71.7013713 42.3204582, -71.7014491 42.3212019, -71.7014526 42.3212709, -71.7014501 42.3213398, -71.7014444 42.3214088, -71.7014357 42.3214755, -71.7014161 42.3216679, -71.7014127 42.3217643, -71.7014231 42.3218584, -71.7014473 42.3219526, -71.7014839 42.3220467, -71.7015176 42.3221168, -71.7015574 42.3221845, -71.7015965 42.3222335, -71.7016403 42.3222733, -71.7017125 42.3223347)"
71503891,71578530,0,"[630047012, 630040079]",0,2,,Reservoir Street,residential,,12.2,450.53800000000007,71578530,71503891,,,"LINESTRING (-71.6974541 42.3248626, -71.6983903 42.3244318, -71.6984803 42.324389, -71.6985702 42.3243462, -71.698662 42.3243009, -71.6987502 42.3242529, -71.6988419 42.3242003, -71.6989265 42.3241477, -71.6990059 42.3240964, -71.6990852 42.3240399, -71.6995734 42.3236627, -71.6996724 42.3235895, -71.6997685 42.323518, -71.6998686 42.3234465, -71.6999769 42.323378, -71.7000974 42.3233035, -71.7009653 42.3227989, -71.7013262 42.3225795, -71.7015147 42.322464, -71.7017125 42.3223347)"
71503891,5949905918,0,630040079,0,2,,Reservoir Street,residential,,12.2,90.571,5949905918,71503891,,,"LINESTRING (-71.7024807 42.321756, -71.7024393 42.3218098, -71.7023856 42.3218635, -71.7023256 42.3219137, -71.7022638 42.3219609, -71.7022059 42.3220035, -71.7019526 42.3221772, -71.7017125 42.3223347)"
71504034,71624138,0,9415743,0,2,,Saxon Lane,residential,,16.5,192.956,71624138,71504034,,,"LINESTRING (-71.6973157 42.3178414, -71.697118 42.317696, -71.697074 42.317652, -71.697008 42.317564, -71.696986 42.317487, -71.697004 42.316192)"
71504034,71706430,0,9415743,0,2,,Saxon Lane,residential,,16.5,170.49,71706430,71504034,,,"LINESTRING (-71.697585 42.3148852, -71.697331 42.314954, -71.697214 42.315013, -71.697093 42.315096, -71.697052 42.315148, -71.697031 42.315209, -71.697022 42.315304, -71.697004 42.316192)"
71504042,71644412,0,9414518,0,,,Cobblestone Way,residential,,,194.205,71644412,71504042,,,"LINESTRING (-71.7012487 42.3289908, -71.701266 42.329789, -71.701274 42.3301616, -71.7012865 42.3307371)"
71504561,71600287,0,9415560,0,2,,Olde Colony Drive,residential,30 mph,15.2,162.32199999999997,71600287,71504561,,,"LINESTRING (-71.6979398 42.3222004, -71.6979095 42.3220382, -71.6978938 42.3219901, -71.6978461 42.3218892, -71.6978138 42.3218376, -71.6977768 42.3217906, -71.6977303 42.3217456, -71.6976163 42.321659, -71.697494 42.3215912, -71.6974173 42.321557, -71.6972425 42.3214977, -71.6971121 42.3214575, -71.6970389 42.3214277, -71.6969155 42.3213567, -71.6968684 42.3213155, -71.6967836 42.3212218, -71.6967356 42.321149)"
71504561,71624138,0,9415560,0,2,,Olde Colony Drive,residential,30 mph,15.2,410.4169999999999,71624138,71504561,,,"LINESTRING (-71.6973157 42.3178414, -71.6961525 42.3191126, -71.6960943 42.3191865, -71.6960483 42.3192604, -71.6960145 42.3193404, -71.695997 42.3194203, -71.6959886 42.3195017, -71.6959924 42.3195831, -71.6960084 42.319663, -71.6960366 42.3197429, -71.6961692 42.3200097, -71.6962392 42.3201504, -71.696309 42.3202908, -71.6967356 42.321149)"
71504561,5950021861,0,9416248,0,2,,Carter Road,residential,30 mph,15.2,413.196,5950021861,71504561,,,"LINESTRING (-71.6937626 42.3237088, -71.693756 42.323617, -71.693798 42.323318, -71.693881 42.32282, -71.6939017 42.3227384, -71.6939566 42.3226032, -71.6939672 42.3225791, -71.6940356 42.322464, -71.6941205 42.322352, -71.6942002 42.3222803, -71.6942772 42.3222185, -71.6944047 42.3221298, -71.6951543 42.3216451, -71.6952474 42.3215922, -71.6953489 42.3215436, -71.6955139 42.3214843, -71.6956818 42.3214338, -71.6967356 42.321149)"
71504624,71559166,0,9415260,0,2,,Farview Avenue,residential,,15.2,77.111,71559166,71504624,,,"LINESTRING (-71.703205 42.289295, -71.703898 42.288828)"
71504846,71574992,0,9414321,0,2,,Fruit Street,residential,,12.2,151.296,71574992,71504846,,,"LINESTRING (-71.690841 42.281168, -71.690772 42.281425, -71.690731 42.281717, -71.690719 42.282522)"
71504970,71609059,0,9415492,0,2,,Kenilworth Road,residential,,10.7,104.951,71609059,71504970,,,"LINESTRING (-71.7154939 42.2862507, -71.7158015 42.2862635, -71.716109 42.286278, -71.716263 42.286296, -71.716514 42.286368, -71.716582 42.286398, -71.716665 42.286458, -71.716689 42.286481)"
71504970,71727434,0,9416120,0,2,,Monroe Street,residential,,15.2,313.033,71727434,71504970,,,"LINESTRING (-71.719499 42.288345, -71.718322 42.287635, -71.717208 42.286997, -71.716942 42.286806, -71.71681 42.286648, -71.716689 42.286481)"
71505186,71607373,0,9414129,0,2,,Walnut Street,residential,,15.2,104.01499999999999,71607373,71505186,,,"LINESTRING (-71.683058 42.289382, -71.6830004 42.2892855, -71.68292 42.289151, -71.682671 42.288802, -71.682564 42.288619, -71.682529 42.288534)"
71505785,71660002,0,9416344,0,2,,Bittersweet Circle,residential,30 mph,12.2,134.354,71660002,71505785,,,"LINESTRING (-71.721997 42.2530932, -71.7236126 42.2532661)"
71505785,71718174,0,9416306,0,2,,Arrowwood Drive,residential,30 mph,15.2,65.856,71718174,71505785,,,"LINESTRING (-71.723776 42.2538246, -71.7237199 42.2537684, -71.7236751 42.2537102, -71.7236359 42.2536478, -71.7236082 42.2535853, -71.7235946 42.2535208, -71.7235923 42.2534542, -71.7235943 42.2533886, -71.723602 42.253323, -71.7236126 42.2532661)"
